Sukunimi;Yhteensä;;;
Vincent;28;;;
Vinogradova;28;;;
Virranheimo;28;;;
Voimala;28;;;
Volama;28;;;
von Kraemer;28;;;
von Müller;28;;;
Vuokkovaara;28;;;
Vuolanto;28;;;
Vuolaspuro;28;;;
Vuopionperä;28;;;
Vuorenhela;28;;;
Vuorikkinen;28;;;
Vuorilahti;28;;;
Vuosjoki;28;;;
Vähäkyttä;28;;;
Vähämartti;28;;;
Wallen;28;;;
Wathen;28;;;
Wennäkoski;28;;;
Winquist;28;;;
Wiro;28;;;
Wirth;28;;;
Wuoristo;28;;;
Wörgren;28;;;
Yan;28;;;
Yli-Junnila;28;;;
Yli-Kätkä;28;;;
Yli-Muilu;28;;;
Yli-Peltomaa;28;;;
Yli-Salomäki;28;;;
Ylisiurunen;28;;;
Ylitulkkila;28;;;
Yliviuhkola;28;;;
Ådjers;28;;;
Åhl;28;;;
Öller;28;;;
Aalo;27;;;
Ahanen;27;;;
Aholaita;27;;;
Ahtaanluoma;27;;;
Ainesmaa;27;;;
Aitamaa;27;;;
Aitonurmi;27;;;
Aittaniemi;27;;;
Akiola;27;;;
Alaiso;27;;;
Ala-Katara;27;;;
Alanoja;27;;;
Alarto;27;;;
Alatainio;27;;;
Ala-Tuori;27;;;
Alavuo;27;;;
Alihanka;27;;;
Ali-Kippari;27;;;
Alioravainen;27;;;
Alisaari;27;;;
al-Itawa;27;;;
Al-Qaysi;27;;;
Alvoittu;27;;;
Andtsjö;27;;;
Antikka;27;;;
Antonova;27;;;
Antturi;27;;;
Apilisto;27;;;
Arifullen;27;;;
Aro-Koivisto;27;;;
Artjoki;27;;;
Artukka;27;;;
Artzén;27;;;
Asiainen;27;;;
Aspnäs;27;;;
Aspö;27;;;
Astrén;27;;;
Atkins;27;;;
Aydogan;27;;;
Bal;27;;;
Begu;27;;;
Bergkulla;27;;;
Bernoulli;27;;;
Budde;27;;;
Castren;27;;;
Charles;27;;;
Corin;27;;;
da Silva;27;;;
Dahlmars;27;;;
Daoud;27;;;
Diehl;27;;;
Dirir;27;;;
Domander;27;;;
Egorov;27;;;
Engholm;27;;;
Enjala;27;;;
Erämies;27;;;
Eräpolku;27;;;
Etola;27;;;
Etolin;27;;;
Everi;27;;;
Fieandt;27;;;
Filippova;27;;;
Forsgrén;27;;;
Gardiner;27;;;
Giers;27;;;
Goltz;27;;;
Grym;27;;;
Gåsström;27;;;
Gärdström;27;;;
Haahkola;27;;;
Haasiomäki;27;;;
Habibi;27;;;
Hahne;27;;;
Hahtimaa;27;;;
Haijanen;27;;;
Hakanperä;27;;;
Halkomäki;27;;;
Hallanaro;27;;;
Halmeenmäki;27;;;
Hammami;27;;;
Hannela;27;;;
Hannunkivi;27;;;
Hanslin;27;;;
Hanson;27;;;
Harjama;27;;;
Harjulehto;27;;;
Harjunheimo;27;;;
Harper;27;;;
Harrinkoski;27;;;
Harteela;27;;;
Harviala;27;;;
Hauser;27;;;
Havuaho;27;;;
Hellund;27;;;
Helpiölä;27;;;
Helvelahti;27;;;
Hermaala;27;;;
Hermas;27;;;
Herskoi;27;;;
Hess;27;;;
Hietakymi;27;;;
Hietavala;27;;;
Hilbert;27;;;
Hillebrandt;27;;;
Hillu;27;;;
Hinttaniemi;27;;;
Hipeli;27;;;
Hirvisuo;27;;;
Holmbom;27;;;
Hong;27;;;
Hoppman;27;;;
Hosike;27;;;
Hoxha;27;;;
Huggare;27;;;
Huhtahaara;27;;;
Hummelstedt;27;;;
Hurmeranta;27;;;
Hurvi;27;;;
Husberg;27;;;
Hutka;27;;;
Huurtela;27;;;
Hylkinen;27;;;
Högbäck;27;;;
Ilmonius;27;;;
Ilus;27;;;
Ilvespakka;27;;;
Ingerttilä;27;;;
Ingerö;27;;;
Ioannou;27;;;
Isohaka;27;;;
Isohuhta;27;;;
Isonikkilä;27;;;
Iso-Pärnä;27;;;
Jasim;27;;;
Jin;27;;;
Jokivalo;27;;;
Joof;27;;;
Jouhkimow;27;;;
Joutsijärvi;27;;;
Jussheikki;27;;;
Jyske;27;;;
Jägerskiöld;27;;;
Järvimies;27;;;
Jääski;27;;;
Kaivosaari;27;;;
Kaján;27;;;
Kalliopohja;27;;;
Kapela;27;;;
Kaplin;27;;;
Kapustamäki;27;;;
Karakas;27;;;
Karakaya;27;;;
Karisola;27;;;
Karkaus;27;;;
Karkola;27;;;
Karlå;27;;;
Karusalmi;27;;;
Kasongo;27;;;
Katas;27;;;
Kaufmann;27;;;
Kaukolampi;27;;;
Kauremaa;27;;;
Kekkinen;27;;;
Kekko;27;;;
Kelhälä;27;;;
Kellgren;27;;;
Kellolampi;27;;;
Keski-Hannula;27;;;
Keski-Ojala;27;;;
Khawaja;27;;;
Kieloniemi;27;;;
Kiljain;27;;;
Kilo;27;;;
Kima;27;;;
Kiramo;27;;;
Kirveslahti;27;;;
Kitola;27;;;
Kiveinen;27;;;
Kiviholma;27;;;
Klefström;27;;;
Klytseroff;27;;;
Kolli;27;;;
Konkari;27;;;
Kopeli;27;;;
Kopi;27;;;
Koreasalo;27;;;
Korell;27;;;
Korkia-Aho;27;;;
Koroleva;27;;;
Koskenvaara;27;;;
Kotkaslahti;27;;;
Kulhua;27;;;
Kulku;27;;;
Kuneinen;27;;;
Kunnela;27;;;
Kuohukivi;27;;;
Kuoremäki;27;;;
Kurjenluoma;27;;;
Kylä-Heiko;27;;;
Kylä-Kause;27;;;
Kyyny;27;;;
Kälvälä;27;;;
Laajisto;27;;;
Lahervo;27;;;
Lainela;27;;;
Lane;27;;;
Lanttola;27;;;
Lapintaival;27;;;
Lartama;27;;;
Lastu;27;;;
Latva-Mantila;27;;;
Lauanne;27;;;
Laukala;27;;;
Laurinkoski;27;;;
Lausas;27;;;
Lavikko;27;;;
Lehmusvuo;27;;;
Leivonmäki;27;;;
Lejon;27;;;
Lempeä;27;;;
Leukumaavaara;27;;;
Levi;27;;;
Liesegang;27;;;
Liesivesi;27;;;
Lindeblad;27;;;
Linnalaakso;27;;;
Lisinen;27;;;
Loivarinne;27;;;
Lorenz;27;;;
Loukkalahti;27;;;
Ludén;27;;;
Lunti;27;;;
Luo;27;;;
Luoma-Kyyny;27;;;
Luume;27;;;
Länsimaa;27;;;
Löytänä;27;;;
Löövi;27;;;
Maaronen;27;;;
Maatala;27;;;
Maattola;27;;;
Maczulskij;27;;;
Magi;27;;;
Maikkunen;27;;;
Malste;27;;;
Mankisenmaa;27;;;
Manselius;27;;;
Mantonen;27;;;
Martinoff;27;;;
Mehtänen;27;;;
Mélart;27;;;
Melasalmi;27;;;
Mensakov;27;;;
Merikko;27;;;
Merontausta;27;;;
Metsäketo;27;;;
Michelson;27;;;
Miekkala;27;;;
Miina;27;;;
Mikonranta;27;;;
Mittilä;27;;;
Monthén;27;;;
Morén;27;;;
Muhumud;27;;;
Muoniovaara;27;;;
Musku;27;;;
Muunoja;27;;;
Mäkelälammi;27;;;
Mäki-Hokkonen;27;;;
Mäki-Kahma;27;;;
Mäki-Kahra;27;;;
Mäkilehto;27;;;
Mäkitasku;27;;;
Mällönen;27;;;
Nakkinen;27;;;
Neronen;27;;;
Nertamo;27;;;
Neuvo;27;;;
Niemelin;27;;;
Nikolov;27;;;
Nordkvist;27;;;
Norell;27;;;
Nurmentaus;27;;;
Nybjörk;27;;;
Nygårds;27;;;
Ohlson;27;;;
Oijala;27;;;
Opara;27;;;
Orama;27;;;
Orrensalo;27;;;
Ortela;27;;;
Owens;27;;;
Paalosmaa;27;;;
Paaskoski;27;;;
Palkio;27;;;
Pallaskallio;27;;;
Palminen;27;;;
Pantolin;27;;;
Parkas;27;;;
Parkman;27;;;
Parvikoski;27;;;
Paxal;27;;;
Pehu;27;;;
Perkkilä;27;;;
Piirola;27;;;
Pilkama;27;;;
Pirtilä;27;;;
Polari;27;;;
Punamäki;27;;;
Puolakkainen;27;;;
Purtola;27;;;
Pyöriäinen;27;;;
Päivikkö;27;;;
Päivähonka;27;;;
Päri;27;;;
Pärtty;27;;;
Rahkama;27;;;
Raikonen;27;;;
Raisanen;27;;;
Raitaluoto;27;;;
Raitinpää;27;;;
Raitmaa;27;;;
Raitolampi;27;;;
Rajasilta;27;;;
Rajava;27;;;
Ramazani;27;;;
Ranta-Ylitalo;27;;;
Rantoja;27;;;
Rashica;27;;;
Rasikannas;27;;;
Rautasuo;27;;;
Reingoldt;27;;;
Rekolainen;27;;;
Rekomaa;27;;;
Reunila;27;;;
Rikander;27;;;
Rintasaari;27;;;
Riskala;27;;;
Rissala;27;;;
Risula;27;;;
Romanainen;27;;;
Rosell;27;;;
Rostamo;27;;;
Rothovius;27;;;
Rouhikko;27;;;
Roumio;27;;;
Ruikkala;27;;;
Ruonaniemi;27;;;
Rutila;27;;;
Rönnskog;27;;;
Saarits;27;;;
Salervo;27;;;
Sallanen;27;;;
Sarasoja;27;;;
Sarasti;27;;;
Savusalo;27;;;
Schulte;27;;;
Sepp;27;;;
Sertti;27;;;
Seväkivi;27;;;
Sidorova;27;;;
Siebenberg;27;;;
Siiro;27;;;
Sildén;27;;;
Silin;27;;;
Silmonen;27;;;
Silmunmaa;27;;;
Siltola;27;;;
Simukka;27;;;
Sitomaniemi;27;;;
Siukosaari;27;;;
Skaag;27;;;
Skomars;27;;;
Slätis;27;;;
Snickeri;27;;;
Snäkin;27;;;
Soinsaari;27;;;
Somerma;27;;;
Stevander;27;;;
Strander;27;;;
Sulanne;27;;;
Sultan;27;;;
Surenkin;27;;;
Sweins;27;;;
Säkkilä;27;;;
Sälevä;27;;;
Söderbäck;27;;;
Taimio;27;;;
Takkumäki;27;;;
Talarmo;27;;;
Talasoja;27;;;
Tasso;27;;;
Tauriala;27;;;
Teerialho;27;;;
Terkki;27;;;
Terva;27;;;
Tiger;27;;;
Tikakoski;27;;;
Tiltti;27;;;
Toijanen;27;;;
Tola;27;;;
Tomi;27;;;
Torpström;27;;;
Toveri;27;;;
Tulasalo;27;;;
Tuli;27;;;
Tuomiaho;27;;;
Turkkelin;27;;;
Tuunela;27;;;
Tynkkinen;27;;;
Tyster;27;;;
Ukonsaari;27;;;
Ullah;27;;;
Urpinen;27;;;
Uusi-Uola;27;;;
Uussilta;27;;;
Vaarasuo;27;;;
Vainikkala;27;;;
Vainionkulma;27;;;
Vaisto;27;;;
Valasti;27;;;
Vallasvuo;27;;;
Valliluoto;27;;;
Vapamaa;27;;;
Vapaniemi;27;;;
Varkila;27;;;
Varmo;27;;;
Vasenkari;27;;;
Vauto;27;;;
Vehmala;27;;;
Vehtari;27;;;
Vettenniemi;27;;;
Vielma;27;;;
Vienamo;27;;;
Viiki;27;;;
Viippo;27;;;
Vilhelmsson;27;;;
Viljainen;27;;;
Villgrén;27;;;
Virmala;27;;;
Vistilä;27;;;
von Haartman;27;;;
Voss;27;;;
Vuoppola;27;;;
Vuornos;27;;;
Vähä-Karvia;27;;;
Vähä-Ruka;27;;;
Väkimies;27;;;
Värelä;27;;;
Wacker;27;;;
Wainikainen;27;;;
Walberg;27;;;
Wallinmaa;27;;;
Weissenfelt;27;;;
Weiström;27;;;
Woivalin;27;;;
Wrang;27;;;
Wuolijoki;27;;;
Wuorela;27;;;
Ylipalo;27;;;
Yli-Soini;27;;;
Yli-Suutala;27;;;
Yli-Teevahainen;27;;;
Ylituomaala;27;;;
Yliviitala;27;;;
Zakharova;27;;;
Zeneli;27;;;
Åsnabrygg;27;;;
Äärynen;27;;;
Aareskoski;26;;;
Ahmed Mohamed;26;;;
Aho-Pynttäri;26;;;
Aimo;26;;;
Airanne;26;;;
Aitokari;26;;;
Ajanto;26;;;
Ajosenpää;26;;;
Akseli;26;;;
Aksola;26;;;
Aksoy;26;;;
Ala-Ikkelä;26;;;
Ala-Prinkkilä;26;;;
Alarova;26;;;
Alavainio;26;;;
Alinikula;26;;;
Alisalo;26;;;
Alkila;26;;;
Al-Seiab;26;;;
Altay;26;;;
Amonsen;26;;;
Angervisto;26;;;
Anton;26;;;
Apajainen;26;;;
Apiainen;26;;;
Armfelt;26;;;
Arpinen;26;;;
Arpula;26;;;
Artman;26;;;
Arveli;26;;;
Arvilahti;26;;;
Avola;26;;;
Bahne;26;;;
Belik;26;;;
Bensky;26;;;
Bhatia;26;;;
Birkman;26;;;
Björkwall;26;;;
Björnberg;26;;;
Blick;26;;;
Bock;26;;;
Boije af Gennäs;26;;;
Bondfolk;26;;;
Bosnjakovic;26;;;
Brar;26;;;
Breitenstein;26;;;
Broholm;26;;;
Brunnila;26;;;
Brunnsberg;26;;;
Burgess;26;;;
Bushi;26;;;
Bärholm;26;;;
Carr;26;;;
Cavander;26;;;
Celik;26;;;
Christiansson;26;;;
de Jong;26;;;
Dietz;26;;;
Djerf;26;;;
Eini;26;;;
Eliala;26;;;
Enfors;26;;;
Erfving;26;;;
Erinko;26;;;
Ervola;26;;;
Etelä-Aho;26;;;
Faisal;26;;;
Filippov;26;;;
Fleming;26;;;
Flygar;26;;;
Formisto;26;;;
Fridman;26;;;
Fromholz;26;;;
Fältberg;26;;;
Gallen;26;;;
Garner;26;;;
Ginlund;26;;;
Griinari;26;;;
Haapolahti;26;;;
Haarasilta;26;;;
Haario;26;;;
Hailikari;26;;;
Haippo;26;;;
Halmevuo;26;;;
Hampunen;26;;;
Hane;26;;;
Hanses;26;;;
Hanssen;26;;;
Harden;26;;;
Hares;26;;;
Harrila;26;;;
Harvonen;26;;;
Hattuniemi;26;;;
Haukkajärvi;26;;;
Hautasuo;26;;;
Heilakka;26;;;
Heilimö;26;;;
Heinikari;26;;;
Heinilehto;26;;;
Heinäjoki;26;;;
Helakallio;26;;;
Heljakka;26;;;
Heljomaa;26;;;
Hellas;26;;;
Helvasto;26;;;
Hemberg;26;;;
Hieto;26;;;
Hiillos;26;;;
Hikman;26;;;
Hilakivi;26;;;
Hile;26;;;
Hillukka;26;;;
Hinno;26;;;
Hirstiö;26;;;
Hollmerus;26;;;
Holmevaara;26;;;
Hovisilta;26;;;
Hoxell;26;;;
Huhtaluhta;26;;;
Huikkala;26;;;
Huipero;26;;;
Hulden;26;;;
Hurmola;26;;;
Huseinovic;26;;;
Huvi;26;;;
Hymylä;26;;;
Härsilä;26;;;
Iijalainen;26;;;
Iman;26;;;
Ingelius;26;;;
Ingi;26;;;
Ingraeus;26;;;
Iso-Tryykäri;26;;;
Issakoff;26;;;
Ista;26;;;
Itälehto;26;;;
Jaakola-Siimes;26;;;
Jallinoja;26;;;
Jalova;26;;;
Jarvis;26;;;
Jaskio;26;;;
Jimale;26;;;
Joenranta;26;;;
Juhajoki;26;;;
Jungman;26;;;
Juoksukangas;26;;;
Juonala;26;;;
Jänismäki;26;;;
Jäpölä;26;;;
Kaaresmaa;26;;;
Kaarlampi;26;;;
Kaatonen;26;;;
Kainberg;26;;;
Kairajärvi;26;;;
Kaivolahti;26;;;
Kalkas;26;;;
Kalkkila;26;;;
Kalkku;26;;;
Kallaanvaara;26;;;
Kalland;26;;;
Kallinkoski;26;;;
Kalmanlehto;26;;;
Kamb;26;;;
Kamil;26;;;
Kanervio;26;;;
Kangasalusta;26;;;
Kangashaka;26;;;
Kangas-Korhonen;26;;;
Kangaskortet;26;;;
Kangaslahti;26;;;
Kangasmuukko;26;;;
Kannasmaa;26;;;
Kantomäki;26;;;
Karaiste;26;;;
Kareem;26;;;
Karpale;26;;;
Karpansalo;26;;;
Karpeeki;26;;;
Karras;26;;;
Karstikko;26;;;
Karuvaara;26;;;
Kaukovuori;26;;;
Kavaluus;26;;;
Keikko;26;;;
Kella;26;;;
Kenni;26;;;
Keski-Rauska;26;;;
Ketoniemi;26;;;
Kiansten;26;;;
Kiltti;26;;;
Kirmo;26;;;
Kirveennummi;26;;;
Kitusuo;26;;;
Kivakka;26;;;
Kivialho;26;;;
Kivitie;26;;;
Klimscheffskij;26;;;
Kohola;26;;;
Koivunurmi;26;;;
Kolju;26;;;
Kolonen;26;;;
Komsa;26;;;
Korkeemaa;26;;;
Korosuo;26;;;
Kortepohja;26;;;
Korvo;26;;;
Koskell;26;;;
Koskenvuori;26;;;
Koskipuro;26;;;
Kreutzman;26;;;
Kroksjö;26;;;
Kuhta;26;;;
Kukkasjärvi;26;;;
Kummila;26;;;
Kumpulehto;26;;;
Kurkivuori;26;;;
Kustila;26;;;
Kylkisalo;26;;;
Kyykkä;26;;;
Källbacka;26;;;
Laatta;26;;;
Lagerkrans;26;;;
Laidinen;26;;;
Laitervo;26;;;
Langhed;26;;;
Lankia;26;;;
Larkovuo;26;;;
Larmi;26;;;
Larmo;26;;;
Latva-Korpela;26;;;
Latva-Pukkila;26;;;
Laukamo;26;;;
Lausti;26;;;
Lavinen;26;;;
Lechner;26;;;
Lehtamo;26;;;
Lehtiheimo;26;;;
Leimala;26;;;
Leirilaakso;26;;;
Lejonqvist;26;;;
Lenander;26;;;
Lerto;26;;;
Leveälahti;26;;;
Levonius;26;;;
Liikaoja;26;;;
Liinpää;26;;;
Ljetoff;26;;;
Lopina;26;;;
Lorentz;26;;;
Louhisola;26;;;
Lounavuori;26;;;
Lumento;26;;;
Lumikari;26;;;
Luodemäki;26;;;
Lähdeoja;26;;;
Maahi;26;;;
Maimanen;26;;;
Makarova;26;;;
Malho;26;;;
Malms;26;;;
Malviniemi;26;;;
Markke;26;;;
Markola;26;;;
Markov;26;;;
Matokangas;26;;;
Matvejeff;26;;;
Maunuvaara;26;;;
Maurer;26;;;
Maurola;26;;;
Mehtovuori;26;;;
Melart;26;;;
Metsätalo;26;;;
Miikkola;26;;;
Miilunpalo;26;;;
Millaskangas;26;;;
Millner;26;;;
Mohamed Hassan;26;;;
Motin;26;;;
Mullola;26;;;
Mumin;26;;;
Murisoja;26;;;
Musturi;26;;;
Muurama;26;;;
Mäkikalli;26;;;
Mäki-Patola;26;;;
Mäki-Ventelä;26;;;
Niela;26;;;
Niittonen;26;;;
Niittyviita;26;;;
Nikkeri;26;;;
Nivajärvi;26;;;
Nivalinna;26;;;
Norrila;26;;;
Norrlund;26;;;
Nuorva;26;;;
Nura;26;;;
Ojaharju;26;;;
Ojasti;26;;;
Oksiala;26;;;
Okulov;26;;;
Ollinpoika;26;;;
Oral;26;;;
Oranta;26;;;
Orho;26;;;
Ormo;26;;;
Orpo;26;;;
Orrain;26;;;
Orsila;26;;;
Oskarsson;26;;;
Osolanus;26;;;
Oukka;26;;;
Outakoski;26;;;
Pahlsten;26;;;
Paijola;26;;;
Pakomaa;26;;;
Palhomaa;26;;;
Palmiola;26;;;
Palmulaakso;26;;;
Palsio;26;;;
Paulo;26;;;
Peijari;26;;;
Peitsaho;26;;;
Pekanpalo;26;;;
Pellosniemi;26;;;
Peltokallio;26;;;
Peng;26;;;
Peräsarka;26;;;
Petäjävirta;26;;;
Piehl;26;;;
Pihlhjerta;26;;;
Pikkanen;26;;;
Pitkäpaasi;26;;;
Pohjankukka;26;;;
Pohjus;26;;;
Poikelin;26;;;
Pollarikoski;26;;;
Polvikoski;26;;;
Porspakka;26;;;
Prinkkala;26;;;
Pruuki;26;;;
Punsar;26;;;
Puomio;26;;;
Purmola;26;;;
Puroaho;26;;;
Purosalmi;26;;;
Purovesi;26;;;
Pyhäjoki;26;;;
Pyyhkälä;26;;;
Päiväpuro;26;;;
Päivätie;26;;;
Pönniä;26;;;
Raati;26;;;
Rahkolin;26;;;
Rainamo;26;;;
Rami;26;;;
Ramos;26;;;
Ramström;26;;;
Rantakivi;26;;;
Rantamölö;26;;;
Rantasila;26;;;
Rantatorikka;26;;;
Ratava;26;;;
Rautaneva;26;;;
Reentie;26;;;
Reinivuo;26;;;
Reivinen;26;;;
Renvaktar;26;;;
Retulainen;26;;;
Reunala;26;;;
Rinta-Korhonen;26;;;
Rinta-Nikkola;26;;;
Riponiemi;26;;;
Ristoja;26;;;
Roivio;26;;;
Ropilo;26;;;
Rosin;26;;;
Rothström;26;;;
Rounaja;26;;;
Rovasalo;26;;;
Rulja;26;;;
Rumpu;26;;;
Ruoholahti;26;;;
Ruokoski;26;;;
Rusula;26;;;
Rytylä;26;;;
Rytövuori;26;;;
Råstu;26;;;
Röberg;26;;;
Rönnlöv;26;;;
Saajanaho;26;;;
Saarenkylä;26;;;
Sahramo;26;;;
Sailola;26;;;
Saimala;26;;;
Sakkinen;26;;;
Saksela;26;;;
Salmenniemi;26;;;
Salmisto;26;;;
Salolainen;26;;;
Salonkari;26;;;
Sammela;26;;;
Samuel;26;;;
Saramaa;26;;;
Saraneva;26;;;
Sarvas;26;;;
Saunajoki;26;;;
Schlobohm;26;;;
Serlachius;26;;;
Sheikh Musse;26;;;
Siad;26;;;
Siberg;26;;;
Sigfridsson;26;;;
Siidoroff;26;;;
Siidorow;26;;;
Siikaniva;26;;;
Siimekselä;26;;;
Siiriä;26;;;
Silvén;26;;;
Silvius;26;;;
Siniaalto;26;;;
Smolsky;26;;;
Soidinsalo;26;;;
Soltani;26;;;
Sopenlehto;26;;;
Sopenperä;26;;;
Sora;26;;;
Soramo;26;;;
Soratie;26;;;
Sorjamaa;26;;;
Sorsamäki;26;;;
Sotavalta;26;;;
Sovisalo;26;;;
Sulanen;26;;;
Suma;26;;;
Sumentola;26;;;
Suojama;26;;;
Suzuki;26;;;
Svennas;26;;;
Swahne;26;;;
Syrilä;26;;;
Syväranta;26;;;
Syväsalo;26;;;
Sälli;26;;;
Säynätkari;26;;;
Sääkslahti;26;;;
Tahir;26;;;
Tallskog;26;;;
Talma;26;;;
Talosela;26;;;
Tandefelt;26;;;
Tanhuansuu;26;;;
Tarujoki;26;;;
Taurama;26;;;
Teiskonlahti;26;;;
Tekokoski;26;;;
Telama;26;;;
Telekäinen;26;;;
Teliranta;26;;;
Telsavaara;26;;;
Tenlenius;26;;;
Tenttula;26;;;
Teponoja;26;;;
Tervoja;26;;;
Tohila;26;;;
Tormilainen;26;;;
Touhunen;26;;;
Tuomialho;26;;;
Tuomisoja;26;;;
Tuoreniemi;26;;;
Tuppuri;26;;;
Tuulenkari;26;;;
Tyystjärvi;26;;;
Täyränen;26;;;
Tölmälä;26;;;
Tönkyrä;26;;;
Töttö;26;;;
Töyrynen;26;;;
Ukonmurto;26;;;
Ullberg;26;;;
Umpala;26;;;
Unnbom;26;;;
Untamo;26;;;
Ustinov;26;;;
Usva;26;;;
Uusihanni;26;;;
Uusi-Uitto;26;;;
Vaajakivi;26;;;
Vaarne;26;;;
Vaikonpää;26;;;
Vainola;26;;;
Vainoniemi;26;;;
Vaintola;26;;;
Vallinaho;26;;;
Valovuori;26;;;
Valu;26;;;
Varhama;26;;;
Varhe;26;;;
Varpamäki;26;;;
Varpunen;26;;;
Varsell;26;;;
Vartama;26;;;
Varvemaa;26;;;
Vasanoja;26;;;
Vaskimo;26;;;
Vastola;26;;;
Vaunuveräjä;26;;;
Vehman;26;;;
Veitonmäki;26;;;
Veko;26;;;
Vennelä;26;;;
Vestenius;26;;;
Vestlin;26;;;
Vettenterä;26;;;
Vetämäjärvi;26;;;
Viertamo;26;;;
Viherväs;26;;;
Virtapuro;26;;;
Visto;26;;;
Voionmaa;26;;;
Voittonen;26;;;
Volk;26;;;
von Alfthan;26;;;
von Boehm;26;;;
von Numers;26;;;
Vouti;26;;;
Vuotikka;26;;;
Värn;26;;;
Värrälä;26;;;
Waismaa;26;;;
Watts;26;;;
Wendt;26;;;
Westersten;26;;;
Widgrén;26;;;
Wigell;26;;;
Wihanto;26;;;
Winkler;26;;;
Wires;26;;;
With;26;;;
Witikka;26;;;
Ylesmäki;26;;;
Ylikörkkö;26;;;
Yli-Mutka;26;;;
Ylipaasto;26;;;
Ylisassi;26;;;
Yliskoski;26;;;
Ylitepsa;26;;;
Yousefi;26;;;
Yski;26;;;
Zakharov;26;;;
Äijänaho;26;;;
Ärmänen;26;;;
Örså;26;;;
Aarnivuo;25;;;
Aavanen;25;;;
Abdikarim;25;;;
Abid;25;;;
Adolfsen;25;;;
Ahokannas;25;;;
Ahtokari;25;;;
Ahvalo;25;;;
Aihos;25;;;
Aineslahti;25;;;
Aittakari;25;;;
Ajomaa;25;;;
Ala-Haavisto;25;;;
Ala-Härkönen;25;;;
Alakastari;25;;;
Ala-Kleme;25;;;
Ala-Kokkila;25;;;
Alametsä;25;;;
Ala-Paavola;25;;;
Alapiessa;25;;;
Ala-Sippola;25;;;
Alasorvari;25;;;
Alasow;25;;;
Alatulkkila;25;;;
Aleksejev;25;;;
Alhonoja;25;;;
Ali-Lekkala;25;;;
Al-Saadi;25;;;
Ammesmäki;25;;;
Ammondt;25;;;
Angerias;25;;;
Ansaranta;25;;;
Aronoja;25;;;
Aronsson;25;;;
Arpala;25;;;
Arpolahti;25;;;
Aspegrén;25;;;
Bade;25;;;
Bala;25;;;
Beloff;25;;;
Bibani;25;;;
Bilal;25;;;
Blanck;25;;;
Blomberg von der Geest;25;;;
Blumenthal;25;;;
Bobacka;25;;;
Boedeker;25;;;
Bonden;25;;;
Britschgi;25;;;
Broder;25;;;
Brors;25;;;
Böhme;25;;;
Chrons;25;;;
Civil;25;;;
Cruz;25;;;
Dayib;25;;;
Dementjeff;25;;;
Denisov;25;;;
Dumani;25;;;
Eerilä;25;;;
Eino;25;;;
Eiranto;25;;;
Elmroos;25;;;
Elolähde;25;;;
Enäsuo;25;;;
Eriksén;25;;;
Esposito;25;;;
Eura;25;;;
Eurasto;25;;;
Fomkin;25;;;
Frick;25;;;
Fromholdt;25;;;
Gers;25;;;
Gertsch;25;;;
Ghafari;25;;;
Grenfors;25;;;
Grind;25;;;
Grotell;25;;;
Grönhage;25;;;
Gutierrez;25;;;
Gylén;25;;;
Haanmäki;25;;;
Hagi Farah;25;;;
Haile;25;;;
Hainari;25;;;
Hakoluoto;25;;;
Hallantie;25;;;
Halmén;25;;;
Hamu;25;;;
Hanell;25;;;
Hankanen;25;;;
Hankimo;25;;;
Hari;25;;;
Hassila;25;;;
Hauninen;25;;;
Havén;25;;;
Heinäheimo;25;;;
Helisevä;25;;;
Helkearo;25;;;
Helmikkala;25;;;
Hendolin;25;;;
Hendriks;25;;;
Hennola;25;;;
Hepojoki;25;;;
Herne;25;;;
Hiiros;25;;;
Hilla;25;;;
Hirsikoski;25;;;
Hoivassilta;25;;;
Home;25;;;
Horsmalahti;25;;;
Huhtiranta;25;;;
Hultgren;25;;;
Hurske;25;;;
Hård af Segerstad;25;;;
Hällberg;25;;;
Härönen;25;;;
Högander;25;;;
Höytö;25;;;
Iihola;25;;;
Ilmaranta;25;;;
Ilvessuo;25;;;
Irva;25;;;
Ismälä;25;;;
Isopuro;25;;;
Itätalo;25;;;
Jakala;25;;;
Jaloniemi;25;;;
Janssen;25;;;
Jarmas;25;;;
Joffel;25;;;
Johannesson;25;;;
Jokikunnas;25;;;
Jouhtimäki;25;;;
Juonoja;25;;;
Kaariste;25;;;
Kaatiala;25;;;
Kaatrakoski;25;;;
Kaiharju;25;;;
Kaihlavirta;25;;;
Kainomaa;25;;;
Kajanoja;25;;;
Kalo;25;;;
Kalpala;25;;;
Kandén;25;;;
Karjarinta;25;;;
Karlakari;25;;;
Karttiala;25;;;
Kassimäki;25;;;
Katajalaakso;25;;;
Kenraali;25;;;
Keski-Opas;25;;;
Kirillov;25;;;
Kirkko-Jaakkola;25;;;
Kisko;25;;;
Klingstedt;25;;;
Kobayashi;25;;;
Kohmo;25;;;
Kokkosuo;25;;;
Kolhinoja;25;;;
Kommeri;25;;;
Kormi;25;;;
Korpi-Kyyny;25;;;
Kosma;25;;;
Kourujärvi;25;;;
Kraappa;25;;;
Krakau;25;;;
Kukk;25;;;
Kukola;25;;;
Kulhelm;25;;;
Kummel;25;;;
Kunnamo;25;;;
Kuoppasalmi;25;;;
Kurjenmaa;25;;;
Kurumaa;25;;;
Kuusenaho;25;;;
Kuutela;25;;;
Kuutsuo;25;;;
Kuutvuori;25;;;
Kylä;25;;;
